ID,vote,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
4785,Yes,Rural,Yes,7,57,Male,Head of Household,Married/Living together,Primary education,Self employed
4786,No,Rural,Yes,5,37,Female,Other relative,Single/Never Married,No formal education,Remittance Dependent
4787,No,Rural,No,8,18,Male,Child,Single/Never Married,Primary education,Informally employed
4788,No,Rural,Yes,6,62,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
4789,No,Rural,Yes,2,21,Female,Child,Single/Never Married,Secondary education,Farming and Fishing
4790,Yes,Urban,Yes,5,38,Female,Spouse,Married/Living together,Tertiary education,Informally employed
4791,No,Urban,Yes,10,45,Male,Head of Household,Married/Living together,Secondary education,Informally employed
4792,Yes,Rural,Yes,2,31,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
4793,No,Urban,Yes,2,27,Female,Spouse,Single/Never Married,Primary education,Self employed
4794,No,Rural,Yes,4,33,Female,Head of Household,Widowed,Primary education,Formally employed Private
4795,No,Rural,No,2,56,Female,Head of Household,Married/Living together,No formal education,Remittance Dependent
4796,No,Rural,Yes,4,28,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
4797,Yes,Rural,Yes,5,33,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
4798,No,Rural,No,7,18,Female,Child,Single/Never Married,Primary education,Remittance Dependent
4799,No,Urban,No,2,48,Male,Head of Household,Single/Never Married,Primary education,Informally employed
4800,No,Rural,Yes,3,27,Female,Parent,Divorced/Seperated,Primary education,Informally employed
4801,No,Rural,Yes,3,27,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
4802,No,Urban,Yes,1,28,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed
4803,No,Rural,Yes,4,39,Male,Head of Household,Married/Living together,Primary education,Informally employed
4804,Yes,Urban,Yes,5,32,Male,Head of Household,Married/Living together,Primary education,Informally employed
4805,No,Rural,Yes,4,38,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
4806,Yes,Urban,Yes,1,49,Female,Head of Household,Single/Never Married,Secondary education,Self employed
4807,No,Rural,Yes,3,26,Female,Spouse,Married/Living together,Primary education,Informally employed
4808,No,Urban,Yes,3,19,Female,Parent,Single/Never Married,Primary education,Other Income
4809,No,Rural,Yes,1,52,Female,Head of Household,Single/Never Married,Secondary education,Self employed
4810,No,Rural,Yes,3,18,Male,Head of Household,Single/Never Married,Primary education,Remittance Dependent
4811,Yes,Rural,Yes,4,40,Female,Head of Household,Widowed,Primary education,Farming and Fishing
4812,Yes,Rural,Yes,1,23,Male,Head of Household,Divorced/Seperated,Vocational/Specialised training,Remittance Dependent
4813,No,Rural,Yes,7,21,Female,Child,Single/Never Married,Primary education,Farming and Fishing
4814,No,Rural,Yes,6,32,Female,Spouse,Married/Living together,No formal education,Informally employed
4815,Yes,Rural,Yes,3,50,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Government
4816,No,Rural,No,13,19,Female,Other relative,Married/Living together,Primary education,Remittance Dependent
4817,No,Rural,No,8,35,Male,Head of Household,Married/Living together,Primary education,Informally employed
4818,No,Urban,No,2,26,Female,Spouse,Single/Never Married,Primary education,Informally employed
4819,No,Urban,Yes,4,54,Male,Head of Household,Married/Living together,Primary education,Other Income
4820,Yes,Urban,Yes,12,72,Male,Head of Household,Widowed,Vocational/Specialised training,Government Dependent
4821,No,Urban,Yes,5,25,Female,Child,Single/Never Married,Secondary education,Other Income
4822,No,Urban,Yes,1,35,Female,Spouse,Single/Never Married,Primary education,Self employed
4823,No,Rural,Yes,6,37,Female,Spouse,Married/Living together,Primary education,Informally employed
4824,No,Urban,No,2,25,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
4825,Yes,Urban,Yes,1,37,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Government
4826,No,Urban,Yes,2,52,Male,Head of Household,Single/Never Married,Primary education,Self employed
4827,No,Urban,Yes,2,18,Male,Child,Divorced/Seperated,Tertiary education,Informally employed
4828,No,Rural,Yes,8,19,Female,Child,Single/Never Married,Secondary education,Other Income
4829,Yes,Urban,Yes,7,30,Female,Spouse,Married/Living together,Tertiary education,Formally employed Private
4830,No,Urban,Yes,2,33,Male,Head of Household,Single/Never Married,Primary education,Self employed
4831,No,Rural,Yes,7,41,Female,Spouse,Married/Living together,No formal education,Informally employed
4832,No,Rural,Yes,5,29,Female,Spouse,Married/Living together,Primary education,Self employed
4833,No,Rural,Yes,2,33,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
4834,No,Rural,No,1,42,Female,Head of Household,Married/Living together,Tertiary education,Remittance Dependent
4835,No,Rural,Yes,8,38,Female,Spouse,Married/Living together,No formal education,Informally employed
4836,Yes,Rural,Yes,3,32,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
4837,Yes,Urban,Yes,1,73,Male,Head of Household,Widowed,Vocational/Specialised training,Other Income
4838,No,Rural,No,6,40,Male,Head of Household,Married/Living together,Primary education,Informally employed
4839,No,Urban,No,1,76,Female,Head of Household,Widowed,Primary education,Remittance Dependent
4840,Yes,Rural,Yes,2,36,Female,Head of Household,Single/Never Married,Primary education,Informally employed
4841,No,Rural,No,5,37,Female,Head of Household,Widowed,Primary education,Informally employed
4842,No,Rural,No,5,42,Male,Head of Household,Married/Living together,Primary education,Informally employed
4843,Yes,Urban,Yes,2,42,Female,Head of Household,Single/Never Married,Secondary education,Informally employed
4844,No,Rural,Yes,5,30,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
4845,No,Urban,Yes,3,23,Male,Head of Household,Married/Living together,No formal education,Self employed
4846,Yes,Rural,Yes,3,50,Male,Head of Household,Married/Living together,Secondary education,Formally employed Government
4847,No,Urban,No,3,29,Female,Head of Household,Married/Living together,Primary education,Informally employed
4848,No,Urban,No,2,47,Male,Head of Household,Married/Living together,Primary education,Self employed
4849,No,Urban,Yes,2,36,Male,Other relative,Widowed,No formal education,Self employed
4850,No,Rural,No,8,19,Male,Child,Single/Never Married,Tertiary education,Informally employed
4851,No,Rural,Yes,4,30,Male,Head of Household,Married/Living together,Primary education,Self employed
4852,Yes,Rural,Yes,7,36,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent
4853,No,Rural,Yes,7,67,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
4854,No,Urban,Yes,3,33,Female,Head of Household,Single/Never Married,Primary education,Self employed
4855,No,Urban,Yes,5,25,Female,Spouse,Married/Living together,Vocational/Specialised training,Remittance Dependent
4856,No,Rural,No,2,54,Female,Head of Household,Widowed,No formal education,Farming and Fishing
4857,No,Rural,Yes,2,55,Female,Head of Household,Widowed,No formal education,Self employed
4858,No,Urban,Yes,2,30,Male,Head of Household,Single/Never Married,Primary education,Self employed
4859,Yes,Rural,Yes,2,40,Male,Head of Household,Single/Never Married,Primary education,Self employed
4860,No,Rural,Yes,7,49,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
4861,Yes,Rural,Yes,1,45,Male,Head of Household,Married/Living together,Primary education,Formally employed Government
4862,No,Rural,Yes,2,17,Female,Parent,Single/Never Married,Primary education,Farming and Fishing
4863,No,Rural,No,3,24,Female,Spouse,Married/Living together,Primary education,Self employed
4864,No,Urban,Yes,1,24,Female,Head of Household,Married/Living together,Primary education,Self employed
4865,No,Rural,Yes,4,36,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
4866,Yes,Rural,Yes,4,41,Male,Head of Household,Married/Living together,Secondary education,Informally employed
4867,No,Urban,No,3,62,Female,Child,Widowed,No formal education,Remittance Dependent
4868,No,Urban,Yes,1,25,Male,Head of Household,Married/Living together,Primary education,Self employed
4869,No,Rural,Yes,3,20,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
4870,No,Rural,No,4,37,Male,Head of Household,Married/Living together,No formal education,Informally employed
4871,No,Rural,Yes,4,27,Female,Head of Household,Single/Never Married,Primary education,Informally employed
4872,Yes,Urban,Yes,3,36,Female,Head of Household,Widowed,Tertiary education,Formally employed Private
4873,No,Rural,Yes,5,31,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
4874,Yes,Urban,Yes,6,30,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
4875,No,Urban,Yes,3,26,Female,Parent,Married/Living together,Primary education,Remittance Dependent
4876,No,Rural,Yes,6,19,Female,Child,Single/Never Married,Primary education,Informally employed
4877,No,Urban,Yes,3,99,Female,Parent,Widowed,No formal education,Remittance Dependent
4878,No,Rural,Yes,10,33,Female,Spouse,Married/Living together,No formal education,Dont Know/Refuse to answer
4879,No,Rural,Yes,9,37,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
4880,No,Urban,No,4,44,Female,Spouse,Single/Never Married,No formal education,Self employed
4881,No,Rural,No,2,16,Male,Child,Single/Never Married,Primary education,Remittance Dependent
4882,Yes,Urban,Yes,2,24,Male,Child,Single/Never Married,Tertiary education,Remittance Dependent
4883,No,Rural,Yes,3,30,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
4884,No,Urban,Yes,2,52,Male,Head of Household,Single/Never Married,Primary education,Informally employed
4885,No,Rural,Yes,3,35,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
4886,No,Urban,Yes,6,23,Female,Parent,Divorced/Seperated,Primary education,Informally employed
4887,No,Rural,No,4,70,Female,Head of Household,Widowed,Primary education,Remittance Dependent
4888,No,Rural,Yes,3,24,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
4889,No,Urban,No,1,60,Female,Head of Household,Widowed,Primary education,Informally employed
4890,No,Rural,No,1,60,Female,Head of Household,Widowed,No formal education,Self employed
4891,No,Rural,Yes,5,60,Male,Head of Household,Married/Living together,Primary education,Self employed
4892,No,Rural,Yes,4,50,Female,Spouse,Married/Living together,No formal education,Informally employed
4893,No,Rural,Yes,5,45,Female,Head of Household,Widowed,Primary education,Farming and Fishing
4894,No,Urban,No,1,67,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent
4895,No,Urban,Yes,1,30,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent
4896,No,Urban,Yes,3,37,Male,Head of Household,Single/Never Married,Primary education,Self employed
4897,No,Urban,Yes,5,23,Female,Parent,Single/Never Married,Primary education,Remittance Dependent
4898,No,Urban,No,2,25,Female,Spouse,Single/Never Married,No formal education,Self employed
4899,No,Rural,Yes,5,49,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
4900,No,Rural,No,2,80,Female,Head of Household,Widowed,No formal education,Farming and Fishing
4901,No,Urban,Yes,7,30,Female,Parent,Divorced/Seperated,Secondary education,Self employed
4902,No,Rural,Yes,3,19,Male,Parent,Single/Never Married,Primary education,Self employed
4903,No,Rural,Yes,2,55,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
4904,No,Rural,No,7,33,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
4905,No,Rural,Yes,4,22,Male,Other non-relatives,Single/Never Married,Primary education,Formally employed Private
4906,No,Rural,Yes,3,52,Male,Head of Household,Married/Living together,Primary education,Remittance Dependent
4907,No,Rural,No,12,20,Female,Spouse,Married/Living together,Primary education,Self employed
4908,No,Urban,No,2,22,Female,Spouse,Single/Never Married,Primary education,Self employed
4909,No,Urban,Yes,3,26,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
4910,No,Rural,Yes,1,66,Female,Head of Household,Widowed,No formal education,Remittance Dependent
4911,No,Rural,Yes,2,24,Male,Head of Household,Married/Living together,Secondary education,Self employed
4912,No,Rural,Yes,1,78,Female,Head of Household,Widowed,Primary education,Informally employed
4913,No,Rural,No,3,70,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
4914,No,Rural,Yes,6,37,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
4915,No,Urban,Yes,1,28,Male,Head of Household,Divorced/Seperated,Tertiary education,Self employed
